date,code,close,pctChg,a20,a50
2019/2/14,sh.000300,3402.14,0.1505,3197.164,3143.9378
2019/2/15,sh.000300,3338.704,-1.8646,3209.3603,3147.13324
2019/2/18,sh.000300,3445.744,3.206,3228.2583,3153.29504
2019/2/19,sh.000300,3439.607,-0.1781,3243.83915,3158.63338
2019/2/20,sh.000300,3451.927,0.3582,3260.00295,3162.45292
2019/2/21,sh.000300,3442.705,-0.2672,3276.5674,3165.95284
2019/2/22,sh.000300,3520.118,2.2486,3294.16465,3171.31512
2019/2/25,sh.000300,3729.483,5.9477,3321.357,3182.27132
2019/2/26,sh.000300,3684.693,-1.201,3348.4258,3192.3339
2019/2/27,sh.000300,3678.392,-0.171,3375.29275,3203.00648
2019/2/28,sh.000300,3669.37,-0.2453,3400.8222,3213.19758
2019/3/1,sh.000300,3749.714,2.1896,3429.08445,3224.77968
2019/3/4,sh.000300,3794.104,1.1838,3459.6008,3236.26792
2019/3/5,sh.000300,3816.013,0.5774,3490.703,3249.26998
2019/3/6,sh.000300,3848.09,0.8406,3524.6834,3263.00786
2019/3/7,sh.000300,3808.849,-1.0198,3555.0442,3276.61632
2019/3/8,sh.000300,3657.579,-3.9715,3575.5533,3287.9454
2019/3/11,sh.000300,3729.954,1.9788,3596.7274,3301.19616
2019/3/12,sh.000300,3755.351,0.6809,3617.9782,3315.71528
2019/3/13,sh.000300,3724.194,-0.8297,3634.33655,3329.4352
