date,code,close,pctChg
2010-05-07,sh.000300,2836.7890,-2.073520
2010-05-10,sh.000300,2858.2330,0.755920
2010-05-11,sh.000300,2800.8170,-2.008794
2010-05-12,sh.000300,2818.1600,0.619213
2010-05-13,sh.000300,2886.9110,2.439570
2010-05-14,sh.000300,2868.0230,-0.654261
2010-05-17,sh.000300,2714.7150,-5.345420
2010-05-18,sh.000300,2771.3480,2.086142
2010-05-19,sh.000300,2762.1740,-0.331024
2010-05-20,sh.000300,2726.0220,-1.308828
2010-05-21,sh.000300,2768.7910,1.568918
2010-05-24,sh.000300,2873.4690,3.780638
2010-05-25,sh.000300,2813.9430,-2.071568
2010-05-26,sh.000300,2813.9440,0.000035
2010-05-27,sh.000300,2859.9790,1.635957
2010-05-28,sh.000300,2850.3020,-0.338359
2010-05-31,sh.000300,2773.2640,-2.702804
2010-06-01,sh.000300,2744.1620,-1.049370
2010-06-02,sh.000300,2757.5270,0.487034
2010-06-03,sh.000300,2736.0760,-0.777913
2010-06-04,sh.000300,2744.3910,0.303909
2010-06-07,sh.000300,2695.7150,-1.773655
2010-06-08,sh.000300,2699.3360,0.134319
2010-06-09,sh.000300,2782.1330,3.067314
2010-06-10,sh.000300,2750.0230,-1.154154
2010-06-11,sh.000300,2758.8660,0.321562
2010-06-17,sh.000300,2742.7330,-0.584771
2010-06-18,sh.000300,2696.1660,-1.697828
2010-06-21,sh.000300,2780.6630,3.133971
2010-06-22,sh.000300,2783.7200,0.109934
2010-06-23,sh.000300,2758.4950,-0.906156
2010-06-24,sh.000300,2757.4980,-0.036145
2010-06-25,sh.000300,2736.2870,-0.769210
2010-06-28,sh.000300,2716.7770,-0.713010
2010-06-29,sh.000300,2592.0190,-4.592134
2010-06-30,sh.000300,2563.0700,-1.116850
2010-07-01,sh.000300,2526.0710,-1.443543
2010-07-02,sh.000300,2534.1050,0.318041
2010-07-05,sh.000300,2512.6510,-0.846615
2010-07-06,sh.000300,2562.9020,1.999928
2010-07-07,sh.000300,2580.4770,0.685744
2010-07-08,sh.000300,2575.9210,-0.176562
2010-07-09,sh.000300,2647.1040,2.763404
2010-07-12,sh.000300,2676.2180,1.099844
2010-07-13,sh.000300,2634.5930,-1.555367
2010-07-14,sh.000300,2653.6090,0.721776
2010-07-15,sh.000300,2608.5190,-1.699189
2010-07-16,sh.000300,2616.1280,0.291694
2010-07-19,sh.000300,2682.4720,2.535961
2010-07-20,sh.000300,2741.5030,2.200620
2010-07-21,sh.000300,2747.3350,0.212731
2010-07-22,sh.000300,2781.2860,1.235777
2010-07-23,sh.000300,2793.0760,0.423906
2010-07-26,sh.000300,2811.0550,0.643699
2010-07-27,sh.000300,2795.7240,-0.545376
2010-07-28,sh.000300,2863.7240,2.432286
2010-07-29,sh.000300,2877.9760,0.497672
2010-07-30,sh.000300,2868.8460,-0.317241
2010-08-02,sh.000300,2917.2750,1.688099
2010-08-03,sh.000300,2865.9710,-1.758626
2010-08-04,sh.000300,2876.4340,0.365082
2010-08-05,sh.000300,2850.8290,-0.890164
2010-08-06,sh.000300,2897.6590,1.642674
2010-08-09,sh.000300,2918.2410,0.710299
2010-08-10,sh.000300,2832.6380,-2.933378
2010-08-11,sh.000300,2850.2110,0.620376
2010-08-12,sh.000300,2816.3860,-1.186753
2010-08-13,sh.000300,2855.5470,1.390475
2010-08-16,sh.000300,2922.0830,2.330058
2010-08-17,sh.000300,2942.2910,0.691562
2010-08-18,sh.000300,2937.3620,-0.167521
2010-08-19,sh.000300,2955.3950,0.613917
2010-08-20,sh.000300,2898.3330,-1.930774
2010-08-23,sh.000300,2896.1920,-0.073874
2010-08-24,sh.000300,2911.8270,0.539847
2010-08-25,sh.000300,2843.0230,-2.362914
2010-08-26,sh.000300,2850.0930,0.248681
2010-08-27,sh.000300,2858.5660,0.297285
2010-08-30,sh.000300,2915.0100,1.974560
2010-08-31,sh.000300,2903.1880,-0.405557
2010-09-01,sh.000300,2884.0420,-0.659482
2010-09-02,sh.000300,2921.3930,1.295095
2010-09-03,sh.000300,2920.2050,-0.040665
2010-09-06,sh.000300,2975.0900,1.879492
2010-09-07,sh.000300,2983.1080,0.269498
2010-09-08,sh.000300,2980.9670,-0.071766
2010-09-09,sh.000300,2926.4600,-1.828503
2010-09-10,sh.000300,2932.5540,0.208238
2010-09-13,sh.000300,2962.3190,1.014990
2010-09-14,sh.000300,2965.0090,0.090805
2010-09-15,sh.000300,2913.1940,-1.747548
2010-09-16,sh.000300,2857.7890,-1.901865
2010-09-17,sh.000300,2861.3690,0.125266
2010-09-20,sh.000300,2849.8280,-0.403339
2010-09-21,sh.000300,2857.4760,0.268374
2010-09-27,sh.000300,2905.0290,1.664160
2010-09-28,sh.000300,2880.9070,-0.830356
2010-09-29,sh.000300,2874.8120,-0.211564
2010-09-30,sh.000300,2935.5740,2.113598
2010-10-08,sh.000300,3044.2330,3.701454
2010-10-11,sh.000300,3132.8950,2.912461
2010-10-12,sh.000300,3172.7260,1.271382
2010-10-13,sh.000300,3217.5770,1.413637
2010-10-14,sh.000300,3224.1400,0.203973
2010-10-15,sh.000300,3327.6830,3.211499
2010-10-18,sh.000300,3306.1600,-0.646792
2010-10-19,sh.000300,3375.6740,2.102565
2010-10-20,sh.000300,3396.8790,0.628166
2010-10-21,sh.000300,3374.6850,-0.653360
2010-10-22,sh.000300,3378.6550,0.117640
2010-10-25,sh.000300,3481.0810,3.031562
2010-10-26,sh.000300,3466.0840,-0.430816
2010-10-27,sh.000300,3403.8720,-1.794876
2010-10-28,sh.000300,3397.6920,-0.181563
2010-10-29,sh.000300,3379.9830,-0.521206
2010-11-01,sh.000300,3472.9950,2.751854
2010-11-02,sh.000300,3463.1310,-0.284020
2010-11-03,sh.000300,3420.3410,-1.235588
2010-11-04,sh.000300,3480.5050,1.759001
2010-11-05,sh.000300,3520.7980,1.157683
2010-11-08,sh.000300,3548.5660,0.788680
2010-11-09,sh.000300,3523.9540,-0.693571
2010-11-10,sh.000300,3499.1110,-0.704976
2010-11-11,sh.000300,3509.9750,0.310479
2010-11-12,sh.000300,3291.8330,-6.214919
2010-11-15,sh.000300,3314.8930,0.700523
2010-11-16,sh.000300,3169.5380,-4.384907
2010-11-17,sh.000300,3103.9060,-2.070714
2010-11-18,sh.000300,3147.9620,1.419370
2010-11-19,sh.000300,3178.8460,0.981080
2010-11-22,sh.000300,3171.9410,-0.217218
2010-11-23,sh.000300,3107.1760,-2.041806
2010-11-24,sh.000300,3177.0430,2.248567
2010-11-25,sh.000300,3223.4840,1.461766
2010-11-26,sh.000300,3194.8530,-0.888196
2010-11-29,sh.000300,3190.0500,-0.150335
2010-11-30,sh.000300,3136.9850,-1.663452
2010-12-01,sh.000300,3136.0240,-0.030640
2010-12-02,sh.000300,3155.0590,0.606984
2010-12-03,sh.000300,3158.1560,0.098157
2010-12-06,sh.000300,3165.5700,0.234759
2010-12-07,sh.000300,3200.3390,1.098350
2010-12-08,sh.000300,3171.8820,-0.889188
2010-12-09,sh.000300,3123.3660,-1.529569
2010-12-10,sh.000300,3161.9770,1.236201
2010-12-13,sh.000300,3261.0610,3.133608
2010-12-14,sh.000300,3269.4740,0.257986
2010-12-15,sh.000300,3247.6440,-0.667694
2010-12-16,sh.000300,3230.6650,-0.522810
2010-12-17,sh.000300,3225.6610,-0.154895
2010-12-20,sh.000300,3178.6570,-1.457187
2010-12-21,sh.000300,3249.5090,2.228993
2010-12-22,sh.000300,3215.4530,-1.048040
2010-12-23,sh.000300,3188.6070,-0.834904
2010-12-24,sh.000300,3162.9550,-0.804485
2010-12-27,sh.000300,3099.7090,-1.999589
2010-12-28,sh.000300,3044.9310,-1.767201
2010-12-29,sh.000300,3061.8300,0.554994
2010-12-30,sh.000300,3064.0980,0.074068
2010-12-31,sh.000300,3128.2610,2.094028
2011-01-04,sh.000300,3189.6820,1.963420
2011-01-05,sh.000300,3175.6620,-0.439535
2011-01-06,sh.000300,3159.6430,-0.504432
2011-01-07,sh.000300,3166.6240,0.220941
2011-01-10,sh.000300,3108.1870,-1.845404
2011-01-11,sh.000300,3124.9220,0.538420
2011-01-12,sh.000300,3142.3370,0.557287
2011-01-13,sh.000300,3141.2840,-0.033509
2011-01-14,sh.000300,3091.8620,-1.573302
2011-01-17,sh.000300,2974.3500,-3.800686
2011-01-18,sh.000300,2977.6480,0.110876
2011-01-19,sh.000300,3044.8510,2.256920
2011-01-20,sh.000300,2944.7130,-3.288771
2011-01-21,sh.000300,2983.4560,1.315686
2011-01-24,sh.000300,2954.2320,-0.979539
2011-01-25,sh.000300,2938.6540,-0.527307
2011-01-26,sh.000300,2978.4310,1.353574
2011-01-27,sh.000300,3026.4660,1.612767
2011-01-28,sh.000300,3036.7350,0.339308
2011-01-31,sh.000300,3076.5080,1.309727
2011-02-01,sh.000300,3077.2830,0.025188
2011-02-09,sh.000300,3040.9490,-1.180716
2011-02-10,sh.000300,3104.1630,2.078763
2011-02-11,sh.000300,3120.9560,0.540982
2011-02-14,sh.000300,3219.1430,3.146056
2011-02-15,sh.000300,3217.6710,-0.045732
2011-02-16,sh.000300,3248.5270,0.958961
2011-02-17,sh.000300,3245.9070,-0.080656
2011-02-18,sh.000300,3211.8760,-1.048428
2011-02-21,sh.000300,3257.9080,1.433181
2011-02-22,sh.000300,3163.5780,-2.895419
2011-02-23,sh.000300,3174.7420,0.352894
2011-02-24,sh.000300,3190.9350,0.510061
2011-02-25,sh.000300,3197.6170,0.209402
2011-02-28,sh.000300,3239.5590,1.311669
2011-03-01,sh.000300,3254.8930,0.473336
2011-03-02,sh.000300,3243.2980,-0.356232
2011-03-03,sh.000300,3221.7180,-0.665374
2011-03-04,sh.000300,3270.6660,1.519314
2011-03-07,sh.000300,3334.5100,1.952018
2011-03-08,sh.000300,3337.4570,0.088379
2011-03-09,sh.000300,3338.8580,0.041974
2011-03-10,sh.000300,3280.2590,-1.755057
2011-03-11,sh.000300,3247.3760,-1.002453
2011-03-14,sh.000300,3262.9200,0.478662
2011-03-15,sh.000300,3203.9610,-1.806939
2011-03-16,sh.000300,3248.1950,1.380608
2011-03-17,sh.000300,3197.1000,-1.573027
2011-03-18,sh.000300,3215.6850,0.581307
2011-03-21,sh.000300,3207.1100,-0.266660
2011-03-22,sh.000300,3222.9610,0.494240
2011-03-23,sh.000300,3264.9260,1.302066
2011-03-24,sh.000300,3251.3610,-0.415475
2011-03-25,sh.000300,3294.4840,1.326300
2011-03-28,sh.000300,3290.5710,-0.118770
2011-03-29,sh.000300,3257.9790,-0.990468
2011-03-30,sh.000300,3256.0800,-0.058285
2011-03-31,sh.000300,3223.2880,-1.007100
2011-04-01,sh.000300,3272.7290,1.533866
2011-04-06,sh.000300,3311.0670,1.171435
2011-04-07,sh.000300,3324.4190,0.403255
2011-04-08,sh.000300,3353.3580,0.870497
2011-04-11,sh.000300,3333.4270,-0.594357
2011-04-12,sh.000300,3326.7710,-0.199675
2011-04-13,sh.000300,3372.0310,1.360479
2011-04-14,sh.000300,3353.5600,-0.547769
2011-04-15,sh.000300,3358.9440,0.160547
2011-04-18,sh.000300,3359.4380,0.014704
2011-04-19,sh.000300,3295.8120,-1.893947
2011-04-20,sh.000300,3295.7580,-0.001637
2011-04-21,sh.000300,3317.3670,0.655658
2011-04-22,sh.000300,3299.9420,-0.525267
2011-04-25,sh.000300,3249.5740,-1.526327
2011-04-26,sh.000300,3230.9600,-0.572814
2011-04-27,sh.000300,3209.5030,-0.664107
2011-04-28,sh.000300,3161.7760,-1.487054
2011-04-29,sh.000300,3192.7230,0.978786
2011-05-03,sh.000300,3211.1320,0.576598
2011-05-04,sh.000300,3129.0280,-2.556855
2011-05-05,sh.000300,3126.1170,-0.093036
2011-05-06,sh.000300,3121.3960,-0.151016
2011-05-09,sh.000300,3129.7590,0.267926
2011-05-10,sh.000300,3153.2210,0.749640
2011-05-11,sh.000300,3145.0850,-0.258021
2011-05-12,sh.000300,3101.6030,-1.382536
2011-05-13,sh.000300,3128.0930,0.854074
2011-05-16,sh.000300,3100.4630,-0.883290
2011-05-17,sh.000300,3116.0280,0.502028
2011-05-18,sh.000300,3139.3790,0.749378
2011-05-19,sh.000300,3120.6390,-0.596933
2011-05-20,sh.000300,3121.5960,0.030668
2011-05-23,sh.000300,3022.9800,-3.159152
2011-05-24,sh.000300,3026.2230,0.107276
2011-05-25,sh.000300,2990.3430,-1.185632
2011-05-26,sh.000300,2978.3810,-0.400018
2011-05-27,sh.000300,2963.3080,-0.506080
2011-05-30,sh.000300,2954.5060,-0.297033
2011-05-31,sh.000300,3001.5560,1.592476
2011-06-01,sh.000300,3004.1730,0.087194
2011-06-02,sh.000300,2955.7050,-1.613356
2011-06-03,sh.000300,2986.3490,1.036776
2011-06-07,sh.000300,3004.2620,0.599824
2011-06-08,sh.000300,3008.6520,0.146130
2011-06-09,sh.000300,2951.8890,-1.886665
2011-06-10,sh.000300,2961.9320,0.340222
2011-06-13,sh.000300,2950.3480,-0.391095
2011-06-14,sh.000300,2993.5590,1.464613
2011-06-15,sh.000300,2963.1190,-1.016856
2011-06-16,sh.000300,2917.5780,-1.536928
2011-06-17,sh.000300,2892.1570,-0.871301
2011-06-20,sh.000300,2874.8960,-0.596820
2011-06-21,sh.000300,2909.0730,1.188808
2011-06-22,sh.000300,2908.5820,-0.016877
2011-06-23,sh.000300,2957.6290,1.686281
2011-06-24,sh.000300,3027.4700,2.361387
2011-06-27,sh.000300,3036.4910,0.297971
2011-06-28,sh.000300,3041.7340,0.172664
2011-06-29,sh.000300,3000.1690,-1.366488
2011-06-30,sh.000300,3044.0890,1.463923
2011-07-01,sh.000300,3049.7450,0.185803
2011-07-04,sh.000300,3121.9800,2.368554
2011-07-05,sh.000300,3122.5000,0.016657
2011-07-06,sh.000300,3113.7120,-0.281444
2011-07-07,sh.000300,3101.6800,-0.386419
2011-07-08,sh.000300,3109.1830,0.241907
2011-07-11,sh.000300,3113.2060,0.129389
2011-07-12,sh.000300,3056.9050,-1.808458
2011-07-13,sh.000300,3106.2470,1.614118
2011-07-14,sh.000300,3115.7450,0.305772
2011-07-15,sh.000300,3128.8890,0.421851
2011-07-18,sh.000300,3122.6000,-0.200992
2011-07-19,sh.000300,3095.1250,-0.879879
2011-07-20,sh.000300,3091.5670,-0.114958
2011-07-21,sh.000300,3059.1390,-1.048917
2011-07-22,sh.000300,3067.9850,0.289173
2011-07-25,sh.000300,2968.2890,-3.249561
2011-07-26,sh.000300,2977.7660,0.319277
2011-07-27,sh.000300,3000.0520,0.748410
2011-07-28,sh.000300,2981.0020,-0.634991
2011-07-29,sh.000300,2972.0790,-0.299324
2011-08-01,sh.000300,2977.7210,0.189828
2011-08-02,sh.000300,2956.3830,-0.716585
2011-08-03,sh.000300,2954.8700,-0.051175
2011-08-04,sh.000300,2960.3090,0.184068
2011-08-05,sh.000300,2897.4170,-2.124511
2011-08-08,sh.000300,2793.8970,-3.572838
2011-08-09,sh.000300,2798.1900,0.153655
2011-08-10,sh.000300,2824.1200,0.926677
2011-08-11,sh.000300,2866.9240,1.515656
2011-08-12,sh.000300,2875.3650,0.294424
2011-08-15,sh.000300,2917.8830,1.478702
2011-08-16,sh.000300,2897.5810,-0.695778
2011-08-17,sh.000300,2886.0130,-0.399234
2011-08-18,sh.000300,2834.2540,-1.793444
2011-08-19,sh.000300,2807.6640,-0.938160
2011-08-22,sh.000300,2777.7870,-1.064121
2011-08-23,sh.000300,2821.0030,1.555764
2011-08-24,sh.000300,2810.0160,-0.389465
2011-08-25,sh.000300,2903.8370,3.338799
2011-08-26,sh.000300,2901.2160,-0.090255
2011-08-29,sh.000300,2852.8090,-1.668507
2011-08-30,sh.000300,2841.7400,-0.388007
2011-08-31,sh.000300,2846.7760,0.177211
2011-09-01,sh.000300,2834.5350,-0.429994
2011-09-02,sh.000300,2803.8540,-1.082397
2011-09-05,sh.000300,2743.8170,-2.141235
2011-09-06,sh.000300,2723.3030,-0.747642
2011-09-07,sh.000300,2779.0900,2.048509
2011-09-08,sh.000300,2756.1050,-0.827073
2011-09-09,sh.000300,2751.0950,-0.181779
2011-09-13,sh.000300,2720.2830,-1.119991
2011-09-14,sh.000300,2733.1080,0.471457
2011-09-15,sh.000300,2729.0510,-0.148435
2011-09-16,sh.000300,2733.9870,0.180870
2011-09-19,sh.000300,2679.2700,-2.001364
2011-09-20,sh.000300,2689.8450,0.394695
2011-09-21,sh.000300,2771.0110,3.017498
2011-09-22,sh.000300,2685.6880,-3.079129
2011-09-23,sh.000300,2669.4780,-0.603568
2011-09-26,sh.000300,2610.9190,-2.193653
2011-09-27,sh.000300,2637.8790,1.032585
2011-09-28,sh.000300,2610.5900,-1.034498
2011-09-29,sh.000300,2588.1850,-0.858236
2011-09-30,sh.000300,2581.3510,-0.264045
2011-10-10,sh.000300,2557.0820,-0.940168
2011-10-11,sh.000300,2551.9940,-0.198982
2011-10-12,sh.000300,2644.7580,3.634968
2011-10-13,sh.000300,2662.6010,0.674656
2011-10-14,sh.000300,2653.7820,-0.331221
2011-10-17,sh.000300,2666.9510,0.496233
2011-10-18,sh.000300,2592.2090,-2.802524
2011-10-19,sh.000300,2583.0810,-0.352129
2011-10-20,sh.000300,2520.5320,-2.421491
2011-10-21,sh.000300,2507.8770,-0.502078
2011-10-24,sh.000300,2576.6690,2.743037
2011-10-25,sh.000300,2625.4250,1.892214
2011-10-26,sh.000300,2651.6520,0.998964
2011-10-27,sh.000300,2657.4780,0.219709
2011-10-28,sh.000300,2709.0170,1.939397
2011-10-31,sh.000300,2695.3070,-0.506095
2011-11-01,sh.000300,2697.5340,0.082627
2011-11-02,sh.000300,2742.3900,1.662851
2011-11-03,sh.000300,2744.3010,0.069689
2011-11-04,sh.000300,2763.7460,0.708562
2011-11-07,sh.000300,2736.2480,-0.994956
2011-11-08,sh.000300,2727.7100,-0.312036
2011-11-09,sh.000300,2751.6540,0.877809
2011-11-10,sh.000300,2699.5880,-1.892177
2011-11-11,sh.000300,2695.0020,-0.169876
2011-11-14,sh.000300,2750.1950,2.047981
2011-11-15,sh.000300,2744.6800,-0.200536
2011-11-16,sh.000300,2670.1160,-2.716672
2011-11-17,sh.000300,2662.0170,-0.303316
2011-11-18,sh.000300,2606.4950,-2.085711
2011-11-21,sh.000300,2609.6870,0.122459
2011-11-22,sh.000300,2609.4750,-0.008120
2011-11-23,sh.000300,2584.0110,-0.975833
2011-11-24,sh.000300,2588.9150,0.189784
2011-11-25,sh.000300,2569.9730,-0.731663
2011-11-28,sh.000300,2573.3210,0.130279
2011-11-29,sh.000300,2608.5690,1.369749
2011-11-30,sh.000300,2521.5200,-3.337043
2011-12-01,sh.000300,2583.6130,2.462523
2011-12-02,sh.000300,2557.3110,-1.018032
2011-12-05,sh.000300,2521.3850,-1.404836
2011-12-06,sh.000300,2516.3410,-0.200047
2011-12-07,sh.000300,2528.2280,0.472391
2011-12-08,sh.000300,2525.0010,-0.127641
2011-12-09,sh.000300,2503.4610,-0.853070
2011-12-12,sh.000300,2477.6920,-1.029337
2011-12-13,sh.000300,2421.9280,-2.250640
2011-12-14,sh.000300,2397.4800,-1.009444
2011-12-15,sh.000300,2340.7880,-2.364645
2011-12-16,sh.000300,2390.1290,2.107872
2011-12-19,sh.000300,2384.4080,-0.239357
2011-12-20,sh.000300,2377.0730,-0.307622
2011-12-21,sh.000300,2339.1080,-1.597136
2011-12-22,sh.000300,2341.3350,0.095209
2011-12-23,sh.000300,2359.1590,0.761274
2011-12-26,sh.000300,2335.7020,-0.994296
2011-12-27,sh.000300,2305.0350,-1.312967
2011-12-28,sh.000300,2307.9280,0.125511
2011-12-29,sh.000300,2311.3610,0.148753
2011-12-30,sh.000300,2345.7420,1.487472
2012-01-04,sh.000300,2298.7530,-2.003162
2012-01-05,sh.000300,2276.3850,-0.973046
2012-01-06,sh.000300,2290.6010,0.624502
2012-01-09,sh.000300,2368.5700,3.403866
2012-01-10,sh.000300,2447.3490,3.326017
2012-01-11,sh.000300,2435.6080,-0.479752
2012-01-12,sh.000300,2435.2190,-0.015968
2012-01-13,sh.000300,2394.3340,-1.678905
2012-01-16,sh.000300,2345.6490,-2.033345
2012-01-17,sh.000300,2460.6010,4.900654
2012-01-18,sh.000300,2422.1890,-1.561086
2012-01-19,sh.000300,2468.3500,1.905761
2012-01-20,sh.000300,2504.0860,1.447762
2012-01-30,sh.000300,2460.7200,-1.731808
2012-01-31,sh.000300,2464.2600,0.143862
2012-02-01,sh.000300,2428.9940,-1.431104
2012-02-02,sh.000300,2486.2380,2.356702
2012-02-03,sh.000300,2506.0900,0.798477
2012-02-06,sh.000300,2504.3220,-0.070551
2012-02-07,sh.000300,2457.9540,-1.851516
2012-02-08,sh.000300,2528.2360,2.859369
2012-02-09,sh.000300,2529.2310,0.039350
2012-02-10,sh.000300,2533.6240,0.173692
2012-02-13,sh.000300,2531.9810,-0.064850
2012-02-14,sh.000300,2522.1070,-0.389972
2012-02-15,sh.000300,2549.6070,1.090358
2012-02-16,sh.000300,2536.0740,-0.530786
2012-02-17,sh.000300,2537.0860,0.039903
2012-02-20,sh.000300,2540.7060,0.142688
2012-02-21,sh.000300,2562.4530,0.855936
2012-02-22,sh.000300,2597.4760,1.366784
2012-02-23,sh.000300,2606.2560,0.338022
2012-02-24,sh.000300,2648.0170,1.602336
2012-02-27,sh.000300,2656.5730,0.323106
2012-02-28,sh.000300,2662.4630,0.221710
2012-02-29,sh.000300,2634.1430,-1.063670
2012-03-01,sh.000300,2633.3450,-0.030298
2012-03-02,sh.000300,2679.9340,1.769199
2012-03-05,sh.000300,2662.6980,-0.643153
2012-03-06,sh.000300,2621.0520,-1.564052
2012-03-07,sh.000300,2603.0050,-0.688545
2012-03-08,sh.000300,2635.7910,1.259549
2012-03-09,sh.000300,2664.3020,1.081686
2012-03-12,sh.000300,2654.4020,-0.371576
2012-03-13,sh.000300,2681.0730,1.004780
2012-03-14,sh.000300,2605.1060,-2.833457
2012-03-15,sh.000300,2585.5460,-0.750835
2012-03-16,sh.000300,2623.5200,1.468708
2012-03-19,sh.000300,2630.0130,0.247489
2012-03-20,sh.000300,2584.4450,-1.732610
2012-03-21,sh.000300,2587.7930,0.129540
2012-03-22,sh.000300,2583.7470,-0.156345
2012-03-23,sh.000300,2552.9400,-1.192343
2012-03-26,sh.000300,2555.4420,0.098003
2012-03-27,sh.000300,2547.1430,-0.324751
2012-03-28,sh.000300,2474.9000,-2.836243
2012-03-29,sh.000300,2443.1220,-1.284005
2012-03-30,sh.000300,2454.8990,0.482041
2012-04-05,sh.000300,2512.8320,2.359898
2012-04-06,sh.000300,2519.8300,0.278492
2012-04-09,sh.000300,2495.1460,-0.979593
2012-04-10,sh.000300,2519.7880,0.987601
2012-04-11,sh.000300,2520.0360,0.009834
2012-04-12,sh.000300,2570.4360,1.999977
2012-04-13,sh.000300,2580.4540,0.389742
2012-04-16,sh.000300,2574.0440,-0.248412
2012-04-17,sh.000300,2541.8830,-1.249430
2012-04-18,sh.000300,2599.9080,2.282753
2012-04-19,sh.000300,2596.0560,-0.148161
2012-04-20,sh.000300,2626.8390,1.185768
2012-04-23,sh.000300,2606.0380,-0.791865
2012-04-24,sh.000300,2604.8660,-0.044977
2012-04-25,sh.000300,2625.9900,0.810945
2012-04-26,sh.000300,2631.4870,0.209333
2012-04-27,sh.000300,2626.1570,-0.202550
2012-05-02,sh.000300,2683.4870,2.183041
2012-05-03,sh.000300,2691.5180,0.299275
2012-05-04,sh.000300,2715.8790,0.905097
2012-05-07,sh.000300,2717.7780,0.069928
2012-05-08,sh.000300,2709.1160,-0.318720
2012-05-09,sh.000300,2657.5140,-1.904756
2012-05-10,sh.000300,2657.2140,-0.011281
2012-05-11,sh.000300,2636.9170,-0.763850
2012-05-14,sh.000300,2615.5340,-0.810911
